budget,seats,body_type,priority,car_price,family_score,performance_score,city_score,luxury_score,offroad_score,safety_score,efficiency_score,chosen
4077813,5,MPV,efficiency,2570000,10,10,10,10,4,10,10,1
1076247,7,Sedan,offroad,18500000,10,10,0,10,0,10,0,0
3648982,7,Hatchback,luxury,575000,10,10,10,10,0,10,10,0
2594695,5,Hatchback,safety,590000,9,10,10,10,0,10,10,1
4977482,6,SUV,safety,7150000,7,8,0,8,10,10,0,0
2807076,5,MPV,safety,1205000,10,10,4,10,4,10,10,1
2920808,7,SUV,city,3850000,10,10,0,10,6,10,0,0
3374059,5,SUV,safety,1450000,10,10,0,10,6,10,10,1
2032779,7,Hatchback,family,530000,7,4,6,8,4,6,10,0
2253748,5,SUV,offroad,10800000,10,10,0,10,10,10,0,0
963850,6,SUV,family,7000000,10,10,0,10,10,10,0,0
2829776,5,SUV,offroad,10000000,10,10,0,10,10,10,0,0
3709432,4,Coupe SUV,efficiency,22500000,7,8,0,8,8,10,0,0
4677484,6,SUV,safety,1650000,10,10,0,10,6,10,10,1
3282712,5,Hatchback,city,610000,10,10,6,10,4,10,10,0
2683471,6,SUV,family,10800000,10,10,0,10,10,10,0,0
4962091,6,SUV,efficiency,1220000,10,10,0,10,6,10,10,0
1629840,6,Sedan,family,4100000,10,10,0,10,0,10,0,0
4886071,5,Pickup,city,2150000,6,6,0,2,4,9,0,0
704695,5,SUV,city,1400000,10,10,0,10,6,10,10,0
3665117,7,SUV,safety,1120000,10,10,10,10,6,10,10,0
2561293,5,Coupe SUV,safety,950000,10,10,0,10,4,10,10,1
2979622,5,Sedan,city,6950000,7,8,0,8,0,10,0,0
1683781,4,SUV,safety,1164000,10,10,10,10,6,10,10,1
3561023,6,SUV,offroad,3650000,7,8,0,8,6,9,0,0
1841449,4,Compact Sedan,performance,1300000,9,8,7,10,0,10,5,1
535391,7,SUV,safety,1599000,10,10,0,10,6,10,10,0
594303,7,SUV,family,8500000,7,6,0,8,6,10,0,0
3973646,5,Sedan,luxury,4100000,10,10,0,10,0,10,0,0
4374129,4,SUV,safety,1450000,10,10,7,10,6,10,5,1
3686226,6,SUV,safety,3600000,7,8,0,8,10,10,0,1
3292054,5,SUV,performance,1550000,10,10,0,10,10,10,3,1
607221,4,SUV,city,4300000,7,8,0,8,10,10,0,0
4769650,5,Off-Road SUV,family,37500000,7,8,0,8,8,10,0,0
4118178,5,SUV,family,17800000,7,8,0,8,10,10,0,0
923868,7,Compact SUV,performance,625000,10,10,6,10,4,10,10,0
2325855,6,Hatchback,safety,435000,7,0,10,8,4,10,10,0
1719366,7,SUV,luxury,13900000,10,10,0,10,10,10,0,0
741799,7,SUV,safety,1300000,10,10,3,10,10,10,10,0
4304821,7,Pickup,luxury,2150000,6,6,0,2,4,9,0,0
4682896,4,Compact SUV,performance,875000,10,10,10,10,4,10,10,1
4863169,4,MPV,performance,890000,10,10,8,10,4,10,10,1
3346242,7,SUV,safety,27500000,7,8,0,8,10,10,0,0
4359615,7,Crossover,family,9500000,10,10,0,10,8,10,0,0
2921939,7,Hatchback,efficiency,590000,9,10,10,10,0,10,10,0
3105392,4,SUV,safety,7000000,7,8,0,8,10,10,0,0
3254484,5,SUV,family,1200000,10,10,0,10,6,10,10,1
1738238,5,SUV,city,1599000,10,10,0,10,6,10,10,0
4246886,6,SUV,family,1550000,10,10,0,10,10,10,3,0
1637655,6,Compact Sedan,city,750000,7,10,6,6,0,10,10,0
624163,7,SUV,city,13900000,10,10,0,10,10,10,0,0
962091,4,SUV,performance,8500000,7,6,0,8,6,10,0,0
1611469,6,SUV,city,9200000,7,8,0,8,10,10,0,0
1060605,4,SUV,city,5950000,10,10,0,10,6,10,9,0
2535471,5,Hatchback,performance,620000,10,10,10,10,0,10,10,1
1249343,7,SUV,family,3100000,10,10,0,10,6,10,10,0
4636025,5,SUV,safety,27500000,7,8,0,8,10,10,0,0
2896332,5,Hatchback,offroad,610000,10,10,6,10,4,10,10,0
653638,4,Coupe SUV,efficiency,1850000,10,10,0,10,4,10,0,0
2632314,5,Hatchback,efficiency,410000,4,0,10,2,0,8,10,1
3916464,4,Sedan,city,4100000,10,10,0,10,0,10,0,0
3776583,4,Sedan,city,1149000,10,10,0,10,0,10,10,0
3698392,6,SUV,luxury,1020000,5,8,0,4,6,4,9,0
1181588,4,SUV,family,13900000,10,10,0,10,10,10,0,0
1981451,5,Compact SUV,offroad,875000,10,10,10,10,4,10,10,0
400626,4,Compact SUV,performance,7200000,7,8,0,8,8,10,0,0
3513675,5,SUV,luxury,810000,10,10,3,10,6,10,10,1
2506608,6,Coupe SUV,efficiency,6400000,7,8,0,6,4,10,0,0
1932256,4,MPV,offroad,1070000,10,10,4,10,4,10,10,0
4305461,4,SUV,efficiency,1250000,10,10,3,10,6,10,10,1
1194254,4,Hatchback,efficiency,4400000,3,8,3,4,0,9,3,0
558673,7,SUV,city,1020000,5,8,0,4,6,4,9,0
4621519,5,MPV,luxury,545000,3,6,10,0,0,5,10,0
4284747,7,SUV,safety,3650000,7,8,0,8,6,9,0,0
825758,7,SUV,performance,1200000,10,10,0,10,6,10,10,0
3634446,4,Hatchback,offroad,685000,10,10,10,10,0,10,10,0
3211384,5,SUV,efficiency,1450000,10,10,7,10,6,10,5,0
2561142,4,Sedan,efficiency,6550000,10,10,0,10,0,10,0,0
477511,7,SUV,offroad,1164000,10,10,10,10,6,10,10,0
2716412,5,SUV,safety,820000,10,10,3,10,6,10,10,1
1360928,7,Hatchback,efficiency,695000,10,10,10,10,0,10,10,0
3691517,6,Pickup,city,3550000,10,10,0,8,8,10,0,0
1821269,6,Sedan,family,15000000,10,10,0,10,4,10,0,0
1277263,4,SUV,efficiency,1020000,5,8,0,4,6,4,9,1
3406326,7,Coupe SUV,safety,950000,10,10,0,10,4,10,10,0
3044342,7,SUV,city,6200000,7,6,0,8,2,10,0,0
661609,4,Compact SUV,luxury,850000,10,10,10,10,4,10,10,0
3612117,7,SUV,efficiency,1750000,10,10,0,10,6,10,0,0
4451246,5,SUV,offroad,1220000,10,10,0,10,6,10,10,0
2011937,6,SUV,efficiency,8500000,7,6,0,8,6,10,0,0
3246528,6,SUV,performance,1595000,10,10,4,10,6,10,10,0
3713790,6,SUV,family,1300000,10,10,3,10,10,10,10,0
2675486,5,SUV,performance,10200000,10,10,0,10,10,10,6,0
2038165,7,SUV,luxury,10500000,10,10,0,10,10,10,0,0
4118249,4,SUV,offroad,1164000,10,10,10,10,6,10,10,0
918297,5,Sedan,luxury,7400000,7,8,0,6,4,10,0,0
3819793,5,Sedan,performance,6300000,10,10,0,10,0,10,9,0
3312493,6,Hatchback,luxury,5600000,3,6,3,4,0,9,0,0
2182974,5,SUV,performance,17800000,7,8,0,8,10,10,0,0
1527918,7,SUV,safety,3750000,10,10,0,10,6,10,9,0
842486,5,Compact Sedan,efficiency,1300000,9,8,7,10,0,10,5,0
4215345,5,SUV,offroad,1595000,10,10,4,10,6,10,10,0
3134172,7,SUV,performance,2190000,7,8,0,6,6,9,0,1
800060,4,Hatchback,offroad,435000,7,0,10,8,4,10,10,0
906453,5,MPV,efficiency,1075000,10,10,0,10,4,10,10,0
3752719,7,Sedan,offroad,6300000,10,10,0,10,0,10,9,0
4413913,7,Sedan,efficiency,19000000,10,10,0,10,0,10,0,0
3694780,5,SUV,luxury,1850000,10,10,0,10,6,10,10,1
1887972,4,Hatchback,luxury,610000,10,10,6,10,4,10,10,1
3687932,4,Sedan,performance,4950000,10,10,0,10,0,10,9,0
1691959,4,SUV,offroad,9200000,7,8,0,8,10,10,0,0
4923209,4,SUV,efficiency,27500000,7,8,0,8,10,10,0,0
3553944,7,Sedan,performance,6400000,10,10,0,10,0,10,10,0
2165105,6,Sedan,offroad,7000000,10,10,8,10,0,10,10,0
1253787,4,SUV,performance,1400000,3,6,0,0,6,1,3,0
4466835,4,Hatchback,efficiency,660000,10,10,10,10,0,10,10,1
585364,4,SUV,performance,7000000,10,10,0,10,10,10,0,0
4440604,7,Compact SUV,family,875000,10,10,10,10,4,10,10,0
3437007,5,Sedan,safety,18000000,10,10,0,10,0,10,3,0
2382801,4,Hatchback,performance,560000,7,4,10,8,0,10,10,0
4290854,7,SUV,efficiency,3100000,10,10,0,10,6,10,10,0
1721835,6,MPV,performance,2570000,10,10,10,10,4,10,10,0
2128565,6,Sedan,efficiency,21500000,7,8,0,8,4,10,0,0
4899396,6,Sedan,safety,1220000,10,10,8,10,0,10,10,0
2584053,7,Compact SUV,family,5100000,10,10,0,10,0,10,9,0
646728,6,Sedan,family,21500000,7,8,0,8,4,10,0,0
3876465,4,SUV,performance,6700000,10,10,0,10,10,10,0,0
690391,6,Hatchback,offroad,4600000,3,8,3,4,0,9,3,0
3438986,6,SUV,offroad,4300000,7,8,0,8,10,10,0,0
2265083,7,SUV,efficiency,1400000,10,10,0,10,6,10,10,1
2476630,5,Sedan,offroad,4950000,10,10,0,10,0,10,9,0
4713119,4,Compact SUV,offroad,7200000,7,8,0,8,8,10,0,0
1863883,5,Coupe SUV,luxury,5600000,7,8,0,6,4,9,0,0
1122021,4,Sedan,safety,15000000,10,10,0,10,4,10,0,0
3613365,4,SUV,city,9200000,10,10,0,10,10,10,0,0
639335,5,SUV,city,13900000,10,10,0,10,10,10,0,0
3373522,6,Crossover,performance,780000,10,10,10,10,4,10,10,0
3467473,4,Hatchback,efficiency,590000,9,10,10,10,0,10,10,1
3397545,4,SUV,safety,4300000,7,8,0,8,10,10,0,0
3655415,6,SUV,performance,6200000,7,6,0,8,2,10,0,0
2382861,4,Compact Sedan,family,650000,9,10,10,10,0,10,10,1
2349023,5,SUV,luxury,1250000,10,10,3,10,6,10,10,1
3535682,5,SUV,performance,27500000,7,8,0,8,10,10,0,0
1664981,7,SUV,efficiency,1595000,10,10,4,10,6,10,10,0
4705447,7,Crossover,safety,4750000,7,8,0,8,0,10,0,0
3302458,6,Hatchback,city,560000,7,4,10,8,0,10,10,0
3173555,4,SUV,city,1599000,10,10,0,10,6,10,10,0
972049,5,Sedan,city,6300000,10,10,0,10,0,10,9,0
1653599,6,Crossover,safety,780000,10,10,10,10,4,10,10,0
1359179,4,Hatchback,efficiency,610000,10,10,6,10,4,10,10,1
4290467,6,Sedan,performance,4100000,10,10,0,10,0,10,0,0
2081447,7,SUV,family,10800000,10,10,0,10,10,10,0,0
2196751,5,Crossover,performance,1350000,10,10,0,10,4,10,5,1
2359382,7,MPV,offroad,1205000,10,10,4,10,4,10,10,0
2523245,5,Sedan,offroad,1250000,10,10,0,10,0,10,10,0
2249540,6,MPV,luxury,890000,10,10,8,10,4,10,10,1
4818062,5,SUV,city,1950000,10,10,0,10,2,10,6,0
3179178,4,SUV,efficiency,3750000,10,10,0,10,6,10,9,0
4986300,5,Hatchback,safety,575000,10,10,10,10,0,10,10,1
521901,7,Sedan,offroad,18000000,10,10,0,10,0,10,0,0
1460280,6,Sedan,efficiency,1250000,10,10,0,10,0,10,10,0
2331569,5,Coupe SUV,efficiency,22500000,7,8,0,8,8,10,0,0
474431,6,MPV,efficiency,675000,10,10,6,10,4,10,10,0
1455848,7,Sedan,family,655000,10,10,10,10,0,10,10,0
2125950,4,Sedan,family,8500000,7,8,0,8,0,10,0,0
1214182,4,SUV,performance,1109000,10,10,0,10,6,10,10,1
4751983,7,Convertible,safety,9800000,4,8,0,6,0,10,0,0
2427103,5,Coupe,luxury,4950000,6,8,0,4,0,9,0,0
4060631,7,SUV,efficiency,7400000,10,10,0,10,10,10,6,0
1093527,6,Sedan,offroad,8500000,7,8,0,8,0,10,0,0
4708091,7,Sedan,offroad,1250000,10,10,0,10,0,10,10,0
596306,4,Hatchback,safety,4400000,3,8,3,4,0,9,3,0
2226796,5,MPV,offroad,1205000,10,10,4,10,4,10,10,0
4472839,7,SUV,luxury,2190000,7,8,0,6,6,9,0,0
1159259,6,MPV,family,1070000,10,10,4,10,4,10,10,1
4604531,4,SUV,city,1120000,10,10,0,10,6,10,10,0
4837737,5,Coupe,city,7700000,7,8,0,8,0,10,0,0
3977138,6,Hatchback,family,620000,10,10,10,10,0,10,10,0
4000108,5,SUV,efficiency,1250000,10,10,3,10,6,10,10,1
2294963,5,Crossover,city,6400000,10,10,0,10,0,10,0,0
2852587,7,Coupe,safety,21000000,10,10,0,10,0,10,0,0
4128337,6,SUV,family,9200000,10,10,0,10,10,10,0,0
4435872,6,SUV,efficiency,1120000,10,10,0,10,6,10,10,0
1098358,4,SUV,performance,1400000,10,10,0,10,6,10,10,0
1979067,7,Sedan,performance,8200000,10,10,0,10,0,10,3,0
1945846,7,Coupe,family,4950000,6,8,0,4,0,9,0,0
2166122,7,SUV,safety,1550000,10,10,0,10,10,10,3,0
2883272,6,Compact SUV,family,5600000,7,8,0,6,4,10,0,0
3327912,5,SUV,efficiency,3950000,7,8,0,8,6,10,3,0
1890608,4,Sedan,city,8200000,10,10,0,10,0,10,3,0
4462274,7,Coupe,city,21000000,10,10,0,10,0,10,0,0
2064753,6,Compact Sedan,luxury,650000,9,10,10,10,0,10,10,0
2442219,6,SUV,performance,3800000,10,10,0,10,6,10,0,0
841829,6,Pickup,luxury,2850000,10,10,0,10,8,10,0,0
3412824,5,Hatchback,performance,620000,10,10,10,10,0,10,10,1
4810068,6,Sedan,luxury,1220000,10,10,8,10,0,10,10,0
749661,5,Sedan,family,1220000,10,10,8,10,0,10,10,0
4722948,6,SUV,efficiency,10200000,10,10,0,10,6,10,0,0
738040,5,Sedan,family,15000000,10,10,0,10,4,10,0,0
2575213,4,SUV,safety,1850000,10,10,0,10,6,10,10,1
1570719,5,SUV,performance,1200000,10,10,0,10,6,10,10,1
2439053,6,SUV,family,3750000,10,10,0,10,6,10,9,0
4277680,4,Hatchback,safety,850000,10,6,6,10,0,10,5,1
3867304,4,Sedan,luxury,970000,10,10,0,10,0,10,10,1
3558597,7,Sedan,performance,15000000,10,10,0,10,4,10,0,0
4952319,6,Sedan,luxury,7400000,7,8,0,6,4,10,0,0
4421708,7,Hatchback,efficiency,750000,6,0,6,10,0,8,0,0
4421325,7,Sedan,family,6400000,10,10,0,10,0,10,10,0
2312024,6,SUV,city,14200000,10,10,0,10,10,10,0,0
1061617,5,Hatchback,city,660000,10,10,10,10,0,10,10,1
4151952,7,Compact Sedan,performance,1300000,9,8,7,10,0,10,5,0
4638354,7,SUV,luxury,1750000,4,6,0,2,6,1,3,0
4007672,4,SUV,offroad,9800000,10,10,0,10,10,10,3,0
1262462,6,Compact SUV,efficiency,850000,10,10,10,10,4,10,10,0
2536881,4,SUV,performance,1164000,10,10,10,10,6,10,10,1
2888073,6,Sedan,efficiency,17500000,10,10,0,10,0,10,0,0
4155478,5,SUV,efficiency,5600000,7,8,0,6,6,10,0,0
788057,5,Coupe SUV,city,5600000,7,8,0,6,4,9,0,0
2106651,5,Pickup,city,2850000,10,10,0,10,8,10,0,0
3905120,4,Pickup,city,3550000,10,10,0,8,8,10,0,0
4570063,4,SUV,efficiency,1020000,5,8,0,4,6,4,9,1
2496122,7,Sedan,safety,6550000,10,10,0,10,0,10,0,0
4025451,5,SUV,offroad,10200000,10,10,0,10,6,10,0,0
1090441,7,SUV,luxury,10000000,10,10,0,10,10,10,0,0
1887270,5,Sedan,safety,30000000,4,8,0,8,4,10,0,0
1378958,7,SUV,efficiency,7000000,7,8,0,8,10,10,0,0
2462609,4,Compact SUV,city,625000,10,10,6,10,4,10,10,0
2339858,6,Sedan,efficiency,6400000,10,10,0,10,0,10,10,0
2090621,4,Sedan,efficiency,21500000,7,8,0,8,4,10,0,0
3424175,4,SUV,city,17800000,7,8,0,8,10,10,0,0
2213792,7,Sedan,city,18000000,10,10,0,10,0,10,0,0
3377645,7,Sedan,family,8200000,10,10,0,10,0,10,3,0
2365832,4,Coupe,city,4950000,6,8,0,4,0,9,0,0
1321541,4,SUV,city,17800000,7,8,0,8,10,10,0,0
4421999,5,SUV,safety,5950000,10,10,0,10,6,10,9,0
2071632,6,SUV,city,3800000,10,10,0,10,6,10,0,0
1485713,4,SUV,family,1450000,10,10,0,10,6,10,10,1
2724331,5,SUV,luxury,1200000,10,10,0,10,6,10,10,1
3242208,4,Pickup,luxury,3550000,10,10,0,8,8,10,0,0
1262063,6,Sedan,city,22000000,7,8,0,8,0,10,3,0
3810064,6,SUV,performance,1400000,10,10,0,10,6,10,10,1
2119038,7,Coupe SUV,performance,22500000,7,8,0,8,8,10,0,0
1250588,7,Sedan,luxury,1220000,10,10,8,10,0,10,10,0
1632889,7,MPV,performance,1075000,10,10,0,10,4,10,10,1
3482842,7,Off-Road SUV,city,1600000,5,6,3,8,8,4,0,0
3101854,7,Sedan,city,5500000,7,8,0,8,0,10,0,0
3144506,4,Hatchback,city,5600000,3,6,3,4,0,9,0,0
4155609,4,SUV,efficiency,1650000,10,10,0,10,6,10,10,1
4085756,6,Sedan,family,1220000,10,10,8,10,0,10,10,0
2504867,7,SUV,performance,9800000,10,10,0,10,10,10,3,0
3754817,5,SUV,efficiency,24000000,7,8,0,8,10,10,0,0
2314285,5,SUV,city,3100000,10,10,0,10,6,10,10,0
4734868,6,Coupe SUV,offroad,5600000,7,8,0,6,4,9,0,0
3528558,7,SUV,safety,7000000,10,10,0,10,10,10,0,0
3408471,6,SUV,performance,1120000,10,10,0,10,6,10,10,0
3909313,7,SUV,city,3750000,10,10,0,10,6,10,9,0
1531248,5,Sedan,efficiency,7400000,7,8,0,6,4,10,0,0
3076153,5,Off-Road SUV,performance,37500000,7,8,0,8,8,10,0,0
4137482,4,Hatchback,offroad,660000,10,10,10,10,0,10,10,0
4596152,4,SUV,safety,5050000,10,10,0,10,6,10,8,0
4889911,6,Coupe SUV,efficiency,1850000,10,10,0,10,4,10,0,0
4232951,5,SUV,luxury,1250000,10,10,3,10,6,10,10,1
4604738,5,SUV,luxury,14200000,10,10,0,10,10,10,0,0
1397174,5,SUV,city,14000000,10,10,0,10,10,10,0,0
3389904,7,Coupe,city,4950000,6,8,0,4,0,9,0,0
1917923,7,SUV,family,7500000,10,10,0,10,6,10,3,0
3771030,4,SUV,safety,2190000,7,8,0,6,6,9,0,1
463302,7,SUV,efficiency,1109000,10,10,0,10,6,10,10,0
4441850,6,SUV,luxury,3950000,7,8,0,8,6,10,3,0
4121104,6,Sedan,safety,8500000,7,8,0,8,0,10,0,0
4731954,7,Crossover,efficiency,1350000,10,10,0,10,4,10,5,0
1721323,6,Hatchback,family,4400000,3,8,3,4,0,9,3,0
3205868,5,SUV,performance,2700000,10,10,0,10,2,10,0,1
4089705,6,SUV,performance,14000000,10,10,0,10,10,10,0,0
1427030,6,Sedan,efficiency,8500000,7,8,0,8,0,10,0,0
2687450,7,Compact SUV,offroad,625000,10,10,6,10,4,10,10,0
3126090,5,SUV,safety,2150000,10,10,0,10,2,10,0,1
1962677,4,Off-Road SUV,efficiency,1600000,5,6,3,8,8,4,0,0
815337,4,SUV,family,5600000,7,8,0,6,6,10,0,0
3161747,7,Compact Sedan,city,650000,9,10,10,10,0,10,10,0
3357043,5,Sedan,city,17500000,10,10,0,10,0,10,0,0
2609265,5,Sedan,offroad,5000000,10,10,0,10,0,10,6,0
4713092,7,Sedan,efficiency,1180000,10,10,0,10,0,10,10,0
2126993,4,Hatchback,performance,410000,4,0,10,2,0,8,10,0
2176690,4,MPV,luxury,890000,10,10,8,10,4,10,10,1
3875165,6,SUV,efficiency,20000000,7,8,0,8,10,10,0,0
1253758,5,Sedan,safety,8500000,7,8,0,8,0,10,0,0
4445266,5,SUV,offroad,8300000,7,8,0,8,10,10,0,0
4856108,4,SUV,family,10200000,10,10,0,10,6,10,0,0
3012994,4,SUV,city,1550000,10,10,0,10,10,10,3,0
704888,4,Crossover,family,6400000,10,10,0,10,0,10,0,0
1374812,7,SUV,offroad,1300000,10,10,3,10,10,10,10,0
4471159,7,SUV,city,10500000,7,8,0,8,10,10,0,0
3517735,5,Coupe SUV,performance,6400000,7,8,0,6,4,10,0,0
4829530,4,SUV,family,810000,10,10,3,10,6,10,10,1
850741,6,SUV,safety,1750000,4,6,0,2,6,1,3,0
3282200,4,Coupe SUV,performance,950000,10,10,0,10,4,10,10,1
4592493,7,SUV,city,1300000,10,10,3,10,10,10,10,0
3833063,6,SUV,offroad,9800000,10,10,0,10,10,10,3,0
462649,6,Sedan,performance,655000,10,10,10,10,0,10,10,0
1775100,7,SUV,luxury,1950000,10,10,0,10,2,10,6,0
452320,4,Coupe SUV,performance,15500000,7,8,0,8,8,10,0,0
487649,4,Coupe SUV,performance,950000,10,10,0,10,4,10,10,0
565420,5,SUV,safety,27500000,7,8,0,8,10,10,0,0
470844,6,Sedan,offroad,6300000,10,10,0,10,0,10,9,0
2844887,4,Coupe SUV,city,15500000,7,8,0,8,8,10,0,0
4662405,6,SUV,city,9200000,10,10,0,10,10,10,0,0
834996,5,Compact SUV,offroad,750000,10,10,3,10,4,10,10,0
2260695,4,Compact Sedan,luxury,1300000,9,8,7,10,0,10,5,1
2719848,6,SUV,efficiency,1120000,10,10,0,10,6,10,10,0
1210214,6,Hatchback,offroad,4400000,3,8,3,4,0,9,3,0
674089,4,Coupe SUV,luxury,1850000,10,10,0,10,4,10,0,0
1204746,4,SUV,efficiency,810000,10,10,3,10,6,10,10,1
1789433,5,Hatchback,city,610000,10,10,6,10,4,10,10,0
3979822,4,SUV,efficiency,5600000,7,8,0,6,6,10,0,0
3212426,4,SUV,performance,1595000,10,10,4,10,6,10,10,1
4135045,4,Sedan,efficiency,4950000,6,8,0,4,0,9,0,0
691988,5,SUV,luxury,1020000,10,10,0,10,6,10,10,0
2130210,7,SUV,family,3600000,7,8,0,8,10,10,0,0
624817,4,SUV,efficiency,7500000,10,10,0,10,6,10,3,0
2129247,7,Hatchback,efficiency,4600000,3,8,3,4,0,9,3,0
3859477,5,Hatchback,performance,660000,10,10,10,10,0,10,10,1
1927198,6,Sedan,offroad,655000,10,10,10,10,0,10,10,0
3251630,6,MPV,offroad,1070000,10,10,4,10,4,10,10,0
4993383,7,SUV,city,9200000,10,10,0,10,10,10,0,0
3513766,5,SUV,family,3750000,10,10,0,10,6,10,9,0
982399,4,SUV,family,8300000,7,8,0,8,10,10,0,0
2552664,7,Crossover,safety,780000,10,10,10,10,4,10,10,0
1540571,4,SUV,family,3100000,10,10,0,10,6,10,10,0
3022135,6,SUV,performance,1750000,4,6,0,2,6,1,3,0
3093775,5,SUV,luxury,1400000,10,10,0,10,6,10,10,1
647109,5,Hatchback,efficiency,725000,10,10,10,10,0,10,10,0
4307069,6,Hatchback,efficiency,410000,4,0,10,2,0,8,10,0
3061823,6,Sedan,efficiency,1180000,10,10,0,10,0,10,10,0
1113832,4,Hatchback,city,4400000,3,8,3,4,0,9,3,0
1515796,6,SUV,efficiency,9200000,10,10,0,10,10,10,0,0
3685069,5,Compact SUV,city,875000,10,10,10,10,4,10,10,1
4513356,7,Hatchback,city,695000,10,10,10,10,0,10,10,0
2622050,5,SUV,luxury,1250000,10,10,3,10,6,10,10,1
1224653,4,Coupe SUV,performance,1100000,10,10,0,10,4,10,10,1
1855457,7,Sedan,luxury,970000,10,10,0,10,0,10,10,0
3934118,6,Hatchback,offroad,850000,10,6,6,10,0,10,5,0
2487903,5,SUV,safety,8500000,7,6,0,8,6,10,0,0
1581768,6,SUV,family,1400000,10,10,0,10,6,10,10,1
2162642,5,Coupe SUV,luxury,11800000,10,10,0,10,8,10,0,0
3027473,7,Compact SUV,family,1180000,5,0,6,6,0,5,0,0
2856189,4,Pickup,family,2850000,10,10,0,10,8,10,0,1
3202647,4,Sedan,performance,5500000,7,8,0,8,0,10,0,0
4378318,5,SUV,safety,7150000,7,8,0,8,10,10,0,0
3938132,4,SUV,city,820000,10,10,3,10,6,10,10,0
797024,7,MPV,family,1070000,10,10,4,10,4,10,10,0
1886391,5,SUV,city,7000000,10,10,0,10,10,10,0,0
3830441,6,SUV,safety,3750000,10,10,0,10,6,10,9,1
2487817,6,Compact Sedan,family,1300000,9,8,7,10,0,10,5,0
3096678,7,SUV,offroad,1035000,6,10,3,6,2,8,10,0
2011273,7,SUV,city,2150000,10,10,0,10,2,10,0,0
532115,6,Compact Sedan,luxury,750000,7,10,6,6,0,10,10,0
3559573,5,Off-Road SUV,performance,1600000,5,6,3,8,8,4,0,0
1158617,6,SUV,family,5050000,10,10,0,10,6,10,8,0
1836749,7,Hatchback,safety,630000,9,10,6,10,4,8,10,0
1586835,5,Compact SUV,offroad,4850000,10,10,0,10,4,10,0,0
1045739,6,SUV,luxury,1220000,10,10,0,10,6,10,10,0
3685425,6,Crossover,family,6400000,10,10,0,10,0,10,0,0
4218545,6,SUV,performance,24000000,7,8,0,8,10,10,0,0
1283281,4,Compact SUV,performance,625000,10,10,6,10,4,10,10,1
2951343,7,SUV,luxury,6900000,7,8,0,8,6,10,0,0
4827876,7,SUV,performance,1200000,10,10,0,10,6,10,10,0
1109357,4,SUV,offroad,635000,10,10,6,10,6,10,10,0
1239371,7,MPV,efficiency,545000,3,6,10,0,0,5,10,0
3381513,5,Coupe,family,4950000,6,8,0,4,0,9,0,0
2377706,7,MPV,performance,2025000,10,10,10,10,4,10,10,1
3338944,7,SUV,city,1400000,3,6,0,0,6,1,3,0
1831814,7,SUV,safety,1450000,10,10,7,10,6,10,5,0
2291433,6,Gran Turismo,luxury,7850000,10,10,0,10,0,10,3,0
1543945,7,Sedan,efficiency,6950000,7,8,0,8,0,10,0,0
4859395,7,Off-Road SUV,offroad,19500000,7,8,0,8,8,10,0,0
2439206,7,SUV,family,7000000,10,10,0,10,10,10,0,0
2172121,5,SUV,efficiency,1950000,10,10,0,10,2,10,6,0
2726375,7,Sedan,city,1149000,10,10,0,10,0,10,10,0
1395767,7,SUV,offroad,10500000,10,10,0,10,10,10,0,0
1632574,7,SUV,efficiency,3500000,10,10,0,10,6,10,0,0
4440962,4,SUV,luxury,7200000,10,10,0,10,10,10,9,0
2820481,7,Hatchback,offroad,725000,10,10,10,10,0,10,10,0
1883027,6,Sedan,family,30000000,4,8,0,8,4,10,0,0
3239414,6,Sedan,safety,1220000,10,10,8,10,0,10,10,0
3555014,4,SUV,city,14200000,10,10,0,10,10,10,0,0
1211598,4,Sedan,performance,7400000,7,8,0,6,4,10,0,0
2263564,6,Hatchback,efficiency,750000,6,0,6,10,0,8,0,0
1482748,6,SUV,safety,17800000,7,8,0,8,10,10,0,0
1925794,4,SUV,family,10200000,10,10,0,10,6,10,0,0
1341438,4,SUV,safety,7000000,10,10,0,10,10,10,0,0
1022875,4,MPV,luxury,3100000,10,8,0,10,0,10,0,0
3608600,7,Hatchback,safety,725000,10,10,10,10,0,10,10,0
1180755,4,SUV,offroad,7500000,10,10,0,10,6,10,3,0
3192245,5,SUV,luxury,7200000,10,10,0,10,10,10,9,0
418960,7,Hatchback,efficiency,660000,10,10,10,10,0,10,10,0
2473455,4,SUV,city,10200000,10,10,0,10,6,10,0,0
800656,7,Sedan,performance,6400000,10,10,0,10,0,10,10,0
3192975,7,Compact Sedan,family,1300000,9,8,7,10,0,10,5,0
3066255,6,SUV,city,28500000,10,10,0,10,10,10,0,0
2321745,6,MPV,luxury,2570000,10,10,10,10,4,10,10,0
2685207,7,Hatchback,family,750000,6,0,6,10,0,8,0,0
1085800,6,SUV,safety,1164000,10,10,10,10,6,10,10,0
528676,6,Sedan,city,4100000,10,10,0,10,0,10,0,0
706873,4,SUV,performance,9200000,7,8,0,8,10,10,0,0
2087833,7,SUV,efficiency,1599000,10,10,0,10,6,10,10,0
4178080,7,SUV,safety,1100000,10,10,7,10,6,10,10,0
4316635,4,SUV,efficiency,10800000,10,10,0,10,10,10,0,0
4688131,7,Off-Road SUV,offroad,19500000,7,8,0,8,8,10,0,0
3226326,4,Crossover,safety,9500000,10,10,0,10,8,10,0,0
